Election,CandidateID,CandidateName,Date,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose,Amount,MatchAmt,PrevAmt
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-730.07,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-706.75,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-670.28,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1346.48,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1303.18,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1080.98,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1041.35,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1651.77,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1195.17,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-94.7,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1605.67,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1158.27,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1154.77,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1137.85,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-94.46,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1137.85,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-94.46,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-1840.86,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-97.01,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-89.96,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-2238.8,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-99.56,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-3315.32,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-104.67,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-3379.65,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-109.77,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-3155.65,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Corporation,El Paso,TX,79912,-109.77,Professional Services,Prof. Srvcs.,,,
2017,2071,"Nicole,Malliotakis",,Corporation,ARLINGTON,VA,22201,-20000,Fundraising,Fundraising,,,
2017,2071,"Nicole,Malliotakis",,Corporation,ARLINGTON,VA,22201,-10000,Fundraising,Fundraising,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10010,-21199.76,Other,Other: explntion,,,
2017,2071,"Nicole,Malliotakis",,Individual,Bronx,NY,10453,-125,Fundraising,Fundraising,,,
2017,2055,"Roque,De La Fuente",,Corporation,,,,-300,Professional Services,Prof. Srvcs.,,,
2017,2055,"Roque,De La Fuente",,Corporation,,,,-300,Professional Services,Prof. Srvcs.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-59259.62,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-2360640,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-11542,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-15334.14,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-702329,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-1215910,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-450252,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-350000,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-252098,Television Ads,Television Ads.,,,
2017,326,"Bill,de Blasio",,Corporation,Chicago,IL,60654,-47843.18,Television Ads,Television Ads.,,,
2017,2071,"Nicole,Malliotakis",,Individual,Highland Mills,NY,10930,-125,Fundraising,Fundraising,,,
2017,2071,"Nicole,Malliotakis",,Individual,Highland Mills,NY,10930,-125,Fundraising,Fundraising,,,
2017,1903,"James,Berry",,Corporation,Jamaica,NY,11432,-175,Other,Other: explntion,,,
2017,1903,"James,Berry",,Corporation,Jamaica,NY,11432,-163.17,Professional Services,Prof. Srvcs.,,,
2017,2084,"Richard,Bashner",,Other,Scarsdale,NY,10583,-750,Petition Expenses,Petition Expns.,,,
2017,,"Sal,Albanese",,Individual,Brooklyn,NY,11228,-250,Advance Repayment,Advance Repaymnt,,,
2017,,"Sal,Albanese",,Individual,Brooklyn,NY,11228,-200,Advance Repayment,Advance Repaymnt,,,
2017,,"Sal,Albanese",,Individual,Brooklyn,NY,11228,-71.9,Advance Repayment,Advance Repaymnt,,,
2017,2071,"Nicole,Malliotakis",,Individual,Woodside,NY,11377,-125,Fundraising,Fundraising,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10011,-467.39,Other,Other: explntion,,,
2017,2071,"Nicole,Malliotakis",,Individual,Brooklyn,NY,11229,-125,Fundraising,Fundraising,,,
2017,2055,"Roque,De La Fuente",,Limited Liability Company,KENDALL PARK,NJ,08824,-254.5,Campaign Literature,Campgn Lit.,,,
2017,2055,"Roque,De La Fuente",,Limited Liability Company,KENDALL PARK,NJ,08824,-1236,Campaign Literature,Campgn Lit.,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-39.33,Advance Repayment,Advance Repaymnt,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-15.77,Advance Repayment,Advance Repaymnt,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-42.95,Advance Repayment,Advance Repaymnt,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-6000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-1454.55,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-2000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-2000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,326,"Bill,de Blasio",,Individual,Brooklyn,NY,11226,-3000,Campaign Workers Salaries,Campgn Wrkrs $$,,,
2017,2071,"Nicole,Malliotakis",,Individual,Brooklyn,NY,11238,-125,Fundraising,Fundraising,,,
2017,326,"Bill,de Blasio",,Corporation,Atlanta,GA,30303,-54.75,Other,Other: explntion,,,
2017,2084,"Richard,Bashner",,Corporation,New York,NY,10001,-15,Other,Other: explntion,,,
2017,2084,"Richard,Bashner",,Corporation,New York,NY,10001,-90,Other,Other: explntion,,,
2017,2084,"Richard,Bashner",,Corporation,New York,NY,10001,-15,Other,Other: explntion,,,
2017,2084,"Richard,Bashner",,Corporation,New York,NY,10001,-15,Other,Other: explntion,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-34,Other,Other: explntion,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-34,Other,Other: explntion,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-10,Other,Other: explntion,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-10,Office Expenses,Office Expenses,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-10,Office Expenses,Office Expenses,,,
2017,326,"Bill,de Blasio",,Corporation,New York,NY,10001,-10,Office Expenses,Office Expenses,,,
