Election,CandidateID,CandidateName,ContributionType,Date,City,State,ZipCode,Amount,PurposeCode,Purpose
2013,260,"William,Thompson, Jr.",Individual,6/28/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,8/15/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,8/16/2013,East Elmhurst,NY,11369,29,Advance Repayment,Advance Repaymnt
2013,260,"William,Thompson, Jr.",Individual,8/30/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,9/11/2013,East Elmhurst,NY,11369,750,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Other,5/20/2013,,,,44,Other,Other: explntion
2013,326,"Bill,de Blasio",Corporation,4/19/2013,New York,NY,,17,Fundraising,Fundraising
2013,AU,"Sal,Albanese",Corporation,1/23/2013,Chicago,IL,60657,3000,Professional Services,Prof. Srvcs.
2013,AU,"Sal,Albanese",Corporation,3/13/2013,Chicago,IL,60657,3000,Professional Services,Prof. Srvcs.
2013,AU,"Sal,Albanese",Corporation,4/11/2013,Chicago,IL,60657,6750,Professional Services,Prof. Srvcs.
2013,1690,"Joseph,Lhota",Individual,10/13/2013,Brooklyn,NY,11235,802,Fundraising,Fundraising
2013,326,"Bill,de Blasio",Corporation,6/17/2010,New York,NY,,5000,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,8/9/2013,New York,NY,,9941,Campaign Consultants,Campgn Consuls.
2013,326,"Bill,de Blasio",Corporation,9/5/2013,New York,NY,,12448,Campaign Consultants,Campgn Consuls.
2013,326,"Bill,de Blasio",Corporation,9/5/2013,New York,NY,,14510,Campaign Consultants,Campgn Consuls.
2013,326,"Bill,de Blasio",Corporation,9/16/2013,New York,NY,,1262,Other,Other: explntion
2013,326,"Bill,de Blasio",Corporation,10/10/2013,New York,NY,,20837,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,11/25/2013,New York,NY,,20635,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,11/25/2013,New York,NY,,15000,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,12/16/2013,New York,NY,,2005,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,12/16/2013,New York,NY,,6090,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,1/10/2014,New York,NY,,8350,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,9/12/2010,New York,NY,,1707,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,4/25/2011,New York,NY,,8463,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,4/15/2011,New York,NY,,1570,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,10/31/2011,New York,NY,,5182,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,8/12/2011,New York,NY,,7832,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,11/21/2011,New York,NY,,4245,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,12/28/2011,New York,NY,,8445,Professional Services,Prof. Srvcs.
2013,326,"Bill,de Blasio",Corporation,2/15/2012,New York,NY,,7562,Professional Services,Prof. Srvcs.
